City,State,Zipcode,Rank,Score,Superzip,Population,College,Income,Lat,Long
Good Hope,IL,61438,9025,46.40671,0,508,19.48819,60.65826,40.57482590024419,-90.63189345298728
Henderson,IL,61439,NA,22.68525,0,228,11.84211,53.2847,41.02879163843167,-90.3651902275983
Industry,IL,61440,11847,34.90931,0,556,15.46763,57.2075,40.41723276952215,-90.62973399768791
Ipava,IL,61441,16717,19.24038,0,778,8.48329,56.30003,40.33285853227011,-90.29897540397712
Keithsburg,IL,61442,19409,12.08996,0,600,6,53.12125,41.13559017140604,-90.70292229125715
Kewanee,IL,61443,17390,17.24184,0,9619,11.35253,49.53581,41.256509187294064,-90.12355817687653
Kirkwood,IL,61447,14005,27.67634,0,788,14.72081,52.49622,40.87120202704029,-90.67545484759356
Knoxville,IL,61448,9912,42.55058,0,2962,14.55098,65.49376,40.9734625840061,-90.15426696552063
La Fayette,IL,61449,NA,19.66268,0,385,9.87013,54.21048,41.1081094659857,-89.98460208000719
La Harpe,IL,61450,14569,25.86331,0,1254,15.15152,50.31253,40.550001548312665,-90.99055853933756
Laura,IL,61451,NA,44.51305,0,263,12.547530000000002,70.69278,40.94021475769374,-89.89779900823439
Littleton,IL,61452,NA,6.541905,0,224,6.69643,44.54078,40.205786521571724,-90.64260050661831
Little York,IL,61453,NA,20.41125,0,453,10.37528,54.01303,40.9901681255609,-90.70803292466019
Lomax,IL,61454,15730,22.18631,0,514,9.53307,56.8806,40.854103749426606,-90.96578244422044
Macomb,IL,61455,5066,66.43295,0,10459,36.02639,58.52948,40.46058276782455,-90.66922089894413
Maquon,IL,61458,18601,14.14031,0,668,8.08383,51.80058,40.80170157874974,-90.2214163215313
Marietta,IL,61459,NA,11.80337,0,254,5.11811,54.34778,40.51230572541172,-90.37394059131995
Media,IL,61460,NA,12.21807,0,230,6.956520000000001,51.60313,40.85321807872557,-90.98306303279887
Monmouth,IL,61462,12211,33.58893,0,7553,16.85423,53.63383,40.9251777398157,-90.62890821072544
New Windsor,IL,61465,13581,29.11344,0,751,11.05193,59.96,41.17702408441567,-90.67657385193606
North Henderson,IL,61466,NA,34.16208,0,242,13.22314,60.4765,41.10765842463269,-90.47632706516026
Oneida,IL,61467,7867,51.58185,0,816,20.58824,64.44637,41.07581901778307,-90.25420808568742
Ophiem,IL,61468,NA,20.77748,0,59,11.86441,51.75873,41.2565380796612,-90.41462659339105
Oquawka,IL,61469,19343,12.23894,0,1757,7.000570000000001,51.57174,40.936954667525036,-90.92892231343967
Prairie City,IL,61470,NA,33.59475,0,385,17.92208,51.81365,40.592738911166464,-90.51327125045768
Raritan,IL,61471,NA,11.98166,0,107,14.95327,37.5935,40.851192663662665,-90.98761570804234
Rio,IL,61472,NA,59.2818,0,492,23.78049,68.85299,41.09875797223983,-90.37303597351223
Roseville,IL,61473,10675,39.47884,0,1266,19.35229,54.48377,40.746580792629935,-90.64919494764409
Saint Augustine,IL,61474,NA,8.400289,0,263,7.98479,45.06512,40.74085523620041,-90.35742724423879
Sciota,IL,61475,NA,47.53046,0,137,24.08759,53.9385,40.58474386238417,-90.73819592313166
Seaton,IL,61476,NA,12.60527,0,298,9.0604,48.42173,41.13565045252838,-90.76858089442297
Smithfield,IL,61477,15099,24.19636,0,579,10.53541,56.79953,40.493920053182066,-90.32905965478444
Smithshire,IL,61478,NA,32.11794,0,231,6.92641,69.6297,40.749692787604,-90.73253980060754
Speer,IL,61479,NA,17.37279,0,126,3.9682499999999994,62.38298,40.98710409535272,-89.67040541303983
Stronghurst,IL,61480,12621,32.08926,0,926,12.41901,60.1496,40.720638986958264,-90.88295262357974
Table Grove,IL,61482,NA,41.2829,0,395,14.93671,63.7455,40.377458117861345,-90.41441559424146
Toulon,IL,61483,11728,35.35361,0,1426,16.40954,55.9679,41.093931390765086,-89.88255541560164
Vermont,IL,61484,20795,8.555928,0,643,6.99845,46.93369,40.28371128877774,-90.41146559053098
Victoria,IL,61485,NA,13.55667,0,448,7.58929,52.03202,41.00761109138646,-90.07969223799442
Viola,IL,61486,12909,31.30557,0,1072,12.12687,59.86324,41.210286409576916,-90.56476844201994
Wataga,IL,61488,13684,28.77665,0,829,12.66586,56.91068,41.01466642873733,-90.25789563291914
Williamsfield,IL,61489,12708,31.84408,0,706,12.606229999999998,59.56903,40.948481517695704,-90.02302454565111
Woodhull,IL,61490,15552,22.73285,0,717,10.04184,56.45301,41.20838436960868,-90.24780994897984
Wyoming,IL,61491,11752,35.30522,0,1474,14.654,58.92438,41.084985772613756,-89.78924772603874
Astoria,IL,61501,19950,10.58659,0,1341,10.06711,44.34464,40.24119670777726,-90.31442841859261
Benson,IL,61516,NA,54.28943,0,459,14.814810000000001,77.86104,40.85147171745575,-89.12963024804655
Brimfield,IL,61517,4774,68.27644,0,2152,21.37547,86.95017,40.814461593024426,-89.85890422518912
Bryant,IL,61519,NA,2.052185,0,145,5.51724,35.959,40.465318184700806,-90.0908741871484
Canton,IL,61520,15281,23.62461,0,13065,11.96326,53.8862,40.44698460487785,-90.16421530589446
Chillicothe,IL,61523,9316,45.22983,0,7266,14.9188,67.26687,40.82990706022936,-89.64396621216233
Dunfermline,IL,61524,NA,5.184206,0,89,0,53.32524,40.491266162131296,-90.06010420035689
Dunlap,IL,61525,1186,92.13666,0,3406,49.58896,105.5599,40.848739081643295,-89.6605003869761
Edelstein,IL,61526,5404,64.43978,0,807,16.97646,88.04986,40.91047523672648,-89.628068913708
Edwards,IL,61528,3442,76.95381,0,1129,29.495129999999996,89.2437,40.836309642248665,-89.7450821799742
Elmwood,IL,61529,8723,47.84909,0,1804,16.40798,67.44209,40.778041208292535,-89.91554519563863
Eureka,IL,61530,6400,58.86027,0,3682,21.72732,71.84477,40.70609206307327,-89.38387233884488
Farmington,IL,61531,13322,29.92222,0,2281,12.363,58.35819,40.46991730672961,-90.17315565201118
Forest City,IL,61532,18059,15.54411,0,544,10.110290000000001,49.75026,40.30714753946056,-89.8915364863988
Glasford,IL,61533,12275,33.35368,0,1460,8.9726,67.0145,40.589512972609874,-89.80748773860994
Green Valley,IL,61534,7240,54.60178,0,1252,17.09265,74.32137,40.42713929134211,-89.63563684818088
Groveland,IL,61535,3263,78.02585,0,980,32.34694,86.9554,40.5999330075416,-89.54184258144626
Hanna City,IL,61536,9193,45.74089,0,1952,11.16803,74.22068,40.683731601456465,-89.77353392717393
Henry,IL,61537,8539,48.69554,0,2069,17.39971,66.64576,41.05226542459828,-89.3379307843672
Kingston Mines,IL,61539,NA,12.24417,0,139,2.15827,59.93123,40.55614540712727,-89.76664893352365
Lacon,IL,61540,11287,37.07594,0,2112,13.68371,62.14892,41.007434404068896,-89.34864957388311
La Rose,IL,61541,NA,29.19295,0,120,7.5,66.19725,41.00607671230174,-89.23874884917595
Lewistown,IL,61542,15179,23.9508,0,2837,10.78604,56.13527,40.46137436482258,-90.16275751916898
Liverpool,IL,61543,NA,1.504943,0,23,0,43.04227,40.39128743283099,-90.0139052503351
London Mills,IL,61544,NA,30.4576,0,465,12.903230000000002,57.8613,40.674418674892934,-90.29157301453374
Lowpoint,IL,61545,NA,37.92322,0,455,9.89011,69.46625,40.87781027145383,-89.3688447090094
Manito,IL,61546,11742,35.32006,0,3018,9.50961,67.81867,40.366846722550065,-89.8859202095563
Mapleton,IL,61547,4140,72.38005,0,2373,24.77876,88.34145,40.60891585341193,-89.75087911806196
Metamora,IL,61548,3704,75.22649,0,6764,29.2874,86.10023,40.83321214704802,-89.35122086426863
Morton,IL,61550,3391,77.2692,0,11610,33.72954,82.58671,40.5909050488,-89.42830912562863
Mossville,IL,61552,NA,21.10856,0,91,5.49451,63.04463,40.816577425125324,-89.55244680723612
Pekin,IL,61554,11937,34.51664,0,29246,12.47008,62.0757,40.55005415083251,-89.6408476369943
Princeville,IL,61559,9471,44.57215,0,2036,12.9666,70.0259,40.995313502255236,-89.73420890731619
Putnam,IL,61560,7994,51.07562,0,571,20.31524,64.25938,41.20649024637053,-89.41190414535856
Roanoke,IL,61561,10003,42.13985,0,1889,12.863950000000003,68.12596,40.792555962560535,-89.23478733999528
Saint David,IL,61563,NA,7.353696,0,367,4.63215,49.41159,40.4901395323455,-90.03598591731878
South Pekin,IL,61564,20649,8.871281,0,599,2.83806,54.57399,40.49302021233132,-89.63760369171085
Sparland,IL,61565,7225,54.65797,0,1191,18.80772,71.45119,41.00837830912792,-89.34998350047968
Topeka,IL,61567,22344,4.683563,0,535,2.80374,47.4005,40.343162574827545,-89.88604420941554
Tremont,IL,61568,4929,67.26765,0,2655,24.10546,80.45663,40.45416929356239,-89.55773201421326
Trivoli,IL,61569,6337,59.18441,0,905,16.35359,81.52101,40.67829062373361,-89.92324426296429
Washburn,IL,61570,12091,33.97034,0,1085,11.70507,62.92825,40.93602695365097,-89.3307953724674
Washington,IL,61571,5371,64.6048,0,13602,23.87149,76.51291,40.57492213413185,-89.46917026496727
Yates City,IL,61572,17120,18.13693,0,769,8.84265,54.65768,40.78766563000201,-90.06100554480145
Peoria,IL,61602,20139,10.12576,0,613,17.45514,31.0555,40.68340730837099,-89.59281364637796
Peoria,IL,61603,17654,16.47993,0,11452,12.906040000000003,46.1099,40.77876752122518,-89.54848163231865
Peoria,IL,61604,10413,40.57656,0,22637,19.06171,55.90905,40.77841475520234,-89.61798748146215
Peoria,IL,61605,23842,0.177287,0,10141,3.57953,27.44783,40.676229546943574,-89.6167679241835
Peoria,IL,61606,5940,61.36791,0,3549,33.95323,54.16079,40.69799529511359,-89.61700573088912
Peoria,IL,61607,10679,39.47443,0,7317,10.98811,68.89221,40.633660838689686,-89.68452352274822
Creve Coeur,IL,61610,20085,10.25073,0,3217,5.09792,52.46876,40.6557301224494,-89.5707981405693
East Peoria,IL,61611,9041,46.3461,0,16665,14.9715,68.37963,40.562173992291406,-89.5429052506423
Peoria,IL,61614,3198,78.44251,0,24704,37.13973,79.73353,40.76753198950403,-89.60504066495982
Peoria,IL,61615,2733,81.60395,0,12519,38.62129,84.93908,40.76483503577084,-89.65071424669323
Bloomington,IL,61701,5813,62.12959,0,23458,28.898459999999996,63.99394,40.46306602659242,-88.83593383181123
Bloomington,IL,61704,1182,92.14967,0,22430,51.25725,102.7695,40.49231653733287,-88.96581831233422
Anchor,IL,61720,NA,40.49109,0,239,10.46025,70.69278,40.56711315405031,-88.7412614005656
Armington,IL,61721,NA,54.53801,0,422,20.14218,68.9759,40.36142662794232,-89.33052524596717
Arrowsmith,IL,61722,NA,54.72591,0,337,16.02374,76.35469,40.447426518443194,-88.62680002497808
Atlanta,IL,61723,9648,43.74655,0,1600,14.4375,66.85105,40.23300465882538,-89.23852924538409
Bellflower,IL,61724,NA,62.17728,0,409,17.60391,83.56348,40.33362632138602,-88.56273707361328
Carlock,IL,61725,4169,72.19689,0,845,31.005919999999996,77.33539,40.58226393248101,-89.19204075155234
Chenoa,IL,61726,9032,46.39027,0,1931,15.121700000000002,68.1495,40.53415290587405,-88.90590148231183
Clinton,IL,61727,10026,42.01746,0,6907,13.869989999999998,66.31886,40.151760771062534,-88.92990223876502
Colfax,IL,61728,8491,48.91323,0,953,16.05456,69.19427,40.5668601247168,-88.61644726852661
Congerville,IL,61729,8070,50.65655,0,692,15.46243,72.32728,40.617757052898824,-89.18048328001177
Cooksville,IL,61730,NA,55.9242,0,272,19.48529,71.918,40.54041991432533,-88.73518538664317
Cropsey,IL,61731,NA,11.13369,0,134,8.20896,48.21775,40.60732978779903,-88.4955697927975
Danvers,IL,61732,5429,64.30486,0,1321,21.34746,80.32456,40.4349689275404,-88.88267470785601
Deer Creek,IL,61733,8000,51.03122,0,685,13.43066,76.09447,40.56146973599059,-89.4046353626438
Delavan,IL,61734,8076,50.63288,0,1983,17.34745,69.05828,40.42447297028894,-89.60273589117419
Dewitt,IL,61735,NA,43.478,0,277,17.32852,61.56573,40.20977307329087,-88.8248818677099
Downs,IL,61736,4573,69.54688,0,867,29.06574,75.92972,40.39720975473651,-88.85304240567808
Ellsworth,IL,61737,NA,61.47483,0,342,23.97661,71.51003,40.45130388911675,-88.72376935195591
El Paso,IL,61738,6761,56.9987,0,2978,18.87173,74.35537,40.68457525287578,-89.09368868273108
Fairbury,IL,61739,9075,46.21068,0,3120,14.871800000000002,68.37179,40.76698051506609,-88.62937369254134
Flanagan,IL,61740,7298,54.32627,0,1187,19.54507,69.73823,40.883659675824866,-88.85892576412562
Forrest,IL,61741,9058,46.25952,0,1207,15.078709999999997,68.10373,40.75456639859362,-88.39294803608864
Goodfield,IL,61742,4696,68.75336,0,535,23.92523,83.3595,40.66293764169733,-89.28719871160132
Graymont,IL,61743,NA,34.8252,0,150,14.666670000000002,58.5151,40.88026849736516,-88.62333802405433
Gridley,IL,61744,6518,58.29313,0,1257,22.75259,69.32503,40.74510740190132,-88.88211081694783
Heyworth,IL,61745,4671,68.88723,0,2770,24.47653,82.7907,40.45949371161439,-88.99794480927497
Hopedale,IL,61747,8399,49.29123,0,1057,15.61022,70.3698,40.53404711920722,-89.4648309165784
Hudson,IL,61748,3011,79.709460000000007,0,1727,33.93167,88.263,40.62529816307545,-88.99571239257709
Kenney,IL,61749,NA,25.81041,0,495,6.06061,65.92527,40.11107349689474,-89.07054798354667
Lane,IL,61750,NA,16.40047,0,88,12.5,46.69963,40.09835614175143,-88.83268899681775
Le Roy,IL,61752,6566,58.0436,0,2806,19.88596,73.99839,40.458327115646256,-88.83613593420813
Lexington,IL,61753,4917,67.34323,0,1898,25.079030000000003,78.93719,40.485094494631,-88.86133195389108
McLean,IL,61754,7157,54.98663,0,845,16.4497,75.9611,40.31590154822755,-89.18805064930723
Mackinaw,IL,61755,5974,61.16592,0,2582,20.60418,76.87772,40.528588090498424,-89.37881650163386
Maroa,IL,61756,11927,34.54452,0,1407,11.86923,63.15708,40.03718630946051,-88.96557813676121
Merna,IL,61758,NA,91.1916,0,66,45.45455,107.0584,40.51809349356169,-88.86381588089156
Minier,IL,61759,10729,39.2508,0,1069,15.24789,61.37874,40.446881092308395,-89.3341756727937
Minonk,IL,61760,9791,43.08762,0,1775,14.25352,66.49669,40.83771859661077,-89.06187770241296
Normal,IL,61761,2690,81.87786,0,20136,42.22785,79.35693,40.53109023236111,-88.79709464157335
Pontiac,IL,61764,11321,36.97158,0,9855,14.38864,60.81517,40.87609985289625,-88.64341730485356
Saunemin,IL,61769,NA,31.98139,0,397,9.57179,64.91319,40.88436534727256,-88.39289749335738
Saybrook,IL,61770,15384,23.26505,0,737,8.68385,59.25128,40.45543539213256,-88.86024850874855
Secor,IL,61771,NA,25.84282,0,364,6.86813,64.56275,40.74168655903355,-89.13969247992647
Shirley,IL,61772,NA,71.03954,0,286,22.37762,90.16948,40.51955493475912,-88.86408126108225
Sibley,IL,61773,NA,18.69217,0,395,7.59494,57.38926,40.573192133477555,-88.38415533534278
Stanford,IL,61774,7950,51.27246,0,672,19.34524,66.12272,40.43579589770474,-89.20399896110268
Strawn,IL,61775,NA,40.66056,0,173,15.0289,62.92825,40.65163982108281,-88.40723066464544
Towanda,IL,61776,2681,81.92794,0,914,36.98031,88.63959,40.5643122548079,-88.89898684014088
Wapella,IL,61777,12100,33.95328,0,662,11.32931,63.56374,40.22336316675012,-88.93589297356888
Waynesville,IL,61778,NA,19.21284,0,469,8.95522,55.46447,40.242262558065846,-89.11191315673211
Urbana,IL,61801,2334,84.19268,0,13258,59.02096999999999,57.04013,40.134052154461266,-88.1808300251956
Urbana,IL,61802,6322,59.28493,0,10899,29.78255,58.52164,40.07559602138321,-88.17169874867949
Allerton,IL,61810,NA,55.15668,0,223,21.07623,68.18219,39.92481224938485,-87.90008440227011
Alvin,IL,61811,15710,22.23484,0,527,8.72865,58.29673,40.28642483673501,-87.64448740926497
Armstrong,IL,61812,NA,17.19744,0,281,11.74377,48.83101,40.25733736564248,-87.86181747939355
Bement,IL,61813,11638,35.81873,0,1450,13.10345,61.94755,39.90806349902805,-88.60776614267965
Bismarck,IL,61814,8380,49.35899,0,866,17.43649,67.30609,40.24227233541969,-87.56486877405553
Bondville,IL,61815,NA,6.758358,0,112,3.57143,50.3426,40.108359266300795,-88.39451326510553
Broadlands,IL,61816,NA,29.14439,0,340,16.17647,51.17293,39.92465551217961,-87.99534250084577
Catlin,IL,61817,7939,51.30375,0,1999,17.95898,68.60323,40.01719459420983,-87.78882848171801
Cerro Gordo,IL,61818,11622,35.88641,0,1107,13.730800000000002,60.93416,39.885264244375485,-88.68945588307052
Champaign,IL,61820,3969,73.52183,0,11930,45.03772,55.40955,40.101591897091126,-88.18896388758978
Champaign,IL,61821,3012,79.70381,0,18856,42.96775,72.62411,40.11907433667657,-88.33094994244604
Champaign,IL,61822,1404,90.74065,0,10120,49.62451,97.28936,40.1332978798486,-88.2770294972396
Cisco,IL,61830,NA,33.20163,0,391,8.18414,68.24103,40.02847065869741,-88.69396343604691
Collison,IL,61831,NA,31.72435,0,104,11.53846,61.29375,40.22581046941273,-87.8073288884026
Danville,IL,61832,14803,25.21642,0,25391,15.1471,49.67572,40.10521441842664,-87.73801315212864
Tilton,IL,61833,19412,12.07798,0,1442,5.89459,53.2847,40.06339502599077,-87.65160220402967
Danville,IL,61834,11908,34.62363,0,5505,9.35513,67.55193,40.16118468621232,-87.65896697022423
De Land,IL,61839,NA,27.00782,0,402,10.19901,59.65925,40.126053301943934,-88.61745831054624
Dewey,IL,61840,5416,64.38166,0,509,27.701370000000004,69.46625,40.308821054914496,-88.29059796499686
Fairmount,IL,61841,11807,35.12045,0,909,11.88119,63.51144,40.13525992619063,-87.81113227296929
Farmer City,IL,61842,8857,47.24163,0,1989,15.88738,67.72191,40.18543351770513,-88.67340742892742
Fisher,IL,61843,7971,51.19668,0,1355,18.00738,68.35217,40.13882365239871,-88.20148337210688
Fithian,IL,61844,9435,44.70804,0,736,13.994570000000001,68.40448,40.137790706597,-87.87304602534026
Foosland,IL,61845,9027,46.40295,0,569,15.11424,68.18219,40.347577777405945,-88.36917593321573
Georgetown,IL,61846,18784,13.64569,0,3451,7.5630299999999995,52.21508,39.979085374894865,-87.73150367062614
Gifford,IL,61847,8308,49.66455,0,827,14.75212,72.26844,40.280343783401584,-88.00265933340881
Henning,IL,61848,NA,23.58889,0,144,8.33333,60.11299,40.30536016254967,-87.69170253742182
Homer,IL,61849,11157,37.58851,0,1184,16.21622,58.25227,40.11027818950882,-88.15366283903721
Indianola,IL,61850,NA,7.022251,0,317,3.4700299999999995,50.94148,39.93996644907578,-87.72638662962619
Ivesdale,IL,61851,NA,64.19058,0,356,18.25843,85.370590000000007,39.958402031826914,-88.24005189957217
Longview,IL,61852,NA,48.32466,0,158,23.41772,55.8999,39.916468574374285,-88.02039219507063
Mahomet,IL,61853,3703,75.23012,0,6463,33.93161,78.10295,40.11077155132662,-88.21103539729626
Mansfield,IL,61854,9887,42.60789,0,1059,13.31445,67.75068,40.194713360116104,-88.55732094821767
Milmine,IL,61855,NA,5.20248,0,41,0,53.39323,39.92366962024417,-88.66812846539729
Monticello,IL,61856,4122,72.51395,0,4722,30.601440000000004,78.49,40.05152986380005,-88.6075728975437
Muncie,IL,61857,NA,38.29708,0,116,15.51724,60.06853,40.11581430979434,-87.84231296140024
Oakwood,IL,61858,12722,31.81417,0,1911,13.50078,57.98944,40.133016630381285,-87.7396525783649
Ogden,IL,61859,7409,53.76004,0,771,18.93645,70.14751,40.06764230507405,-88.1214763991114
Penfield,IL,61862,NA,44.74705,0,321,14.64174,67.3414,40.30437349927982,-87.95636339002247
Pesotum,IL,61863,7080,55.33485,0,615,15.12195,78.64822,40.09151550905145,-88.16990709546954
Philo,IL,61864,4835,67.88049,0,977,24.46264,80.90775,40.00932737673554,-88.15373030052767
Potomac,IL,61865,15388,23.25911,0,849,9.30507,58.16859,40.20988231799921,-87.76592787647192
Rantoul,IL,61866,11736,35.32632,0,8876,15.69401,57.17873,40.24850270483,-88.11362570138022
Ridge Farm,IL,61870,19071,12.99914,0,870,8.85057,49.17753,39.90956243580233,-87.61485139386883
Royal,IL,61871,NA,63.24427,0,146,21.23288,79.00127,40.19207554564236,-87.99339117424128
Sadorus,IL,61872,8586,48.47702,0,500,15.2,70.22073,39.94672602325237,-88.37215619686695
Saint Joseph,IL,61873,4436,70.37508,0,3364,27.52675,80.11404,40.144263005399786,-88.08556373265593
Savoy,IL,61874,1557,89.68232,0,2879,57.34629999999999,78.88358,40.070598853301114,-88.26137343884774
Seymour,IL,61875,NA,80.06261,0,464,29.956900000000005,96.05891,40.09454907300676,-88.41316971227663
Sidell,IL,61876,16284,20.51207,0,590,11.18644,52.71328,39.93421466089585,-87.82187479012005
Sidney,IL,61877,4897,67.45288,0,1048,24.23664,80.66715,39.98790740495481,-88.06276823935065
Thomasboro,IL,61878,11308,37.02524,0,1044,12.06897,64.86873,40.24352402034246,-88.17353023710116
Tolono,IL,61880,8331,49.56818,0,2236,16.23435,69.60093,40.03871492986571,-88.18570353843901
Weldon,IL,61882,NA,43.38063,0,449,14.03118,67.19626,40.136074553635744,-88.758323542819
Westville,IL,61883,17872,15.96992,0,3169,8.10981,53.72275,40.1022132128682,-87.75206437610078
White Heath,IL,61884,4504,69.99747,0,727,28.06052,78.26771,40.09203400848913,-88.50220008779596
Arcola,IL,61910,11456,36.43533,0,2703,13.244540000000002,62.3006,39.726161186906765,-88.29479749838073
Arthur,IL,61911,14112,27.39852,0,2445,11.90184,57.1212,39.72721167459544,-88.25948763381079
Ashmore,IL,61912,10740,39.21621,0,998,18.43687,55.85675,39.532136411921854,-88.03449080097823
Atwood,IL,61913,16831,18.92003,0,1230,9.10569,54.95974,39.76569489755431,-88.27210992424473
Bethany,IL,61914,13333,29.89234,0,1306,9.41807,63.4186,39.63890267767198,-88.77041415459857
Brocton,IL,61917,NA,16.85226,0,450,14.666670000000002,43.45024,39.71304981330076,-87.8249116830445
Camargo,IL,61919,10544,40.02006,0,560,7.85714,74.72018,39.75409059190885,-88.142494862386485
Charleston,IL,61920,5482,64.02336,0,11157,31.60348,62.111,39.50085184715272,-88.15589375890302
Chrisman,IL,61924,10760,39.15003,0,1786,15.39754,61.02177,39.77985464115642,-87.70706885524254
Dalton City,IL,61925,9147,45.89673,0,621,12.72142,71.75978,39.68120626566345,-88.77678267089708
Gays,IL,61928,13722,28.60576,0,550,10.36364,60.77333,39.584324475496416,-88.62849586752665
Hammond,IL,61929,11576,36.03479,0,518,9.65251,68.10373,39.84287835230208,-88.56586622589225
Hindsboro,IL,61930,NA,45.0206,0,374,16.84492,63.7455,39.69490474245713,-88.14657634896557
Humboldt,IL,61931,17424,17.11338,0,768,7.55208,55.99928,39.587053786344804,-88.3522571261344
Hume,IL,61932,NA,17.01772,0,375,7.73333,55.573,39.71887277502562,-87.87953219515545
Kansas,IL,61933,15637,22.50149,0,890,13.93258,49.5162,39.63675830473886,-87.9022190476893
La Place,IL,61936,NA,32.19405,0,200,11,62.65627,39.79936665984382,-88.74149606631545
Lovington,IL,61937,13685,28.77586,0,1701,10.17049,61.20353,39.70015966427754,-88.61929702241991
Mattoon,IL,61938,11167,37.53849,0,14935,14.763979999999998,60.70141,39.506773292668626,-88.23675795018663
Metcalf,IL,61940,NA,9.773805,0,169,11.83432,40.24924,39.80477814597975,-87.76050475615857
Murdock,IL,61941,NA,0.6057807,0,76,0,37.5935,39.799672599919205,-88.18884033754595
Newman,IL,61942,11520,36.22764,0,940,16.06383,57.2075,39.80214099984085,-88.04072128593504
Oakland,IL,61943,15504,22.89906,0,1237,13.41956,50.72965,39.627689412664516,-88.20265204525303
Paris,IL,61944,14515,26.01993,0,9386,13.37098,53.48869,39.63675100440691,-87.7362653724012
Redmon,IL,61949,NA,25.15397,0,79,10.12658,58.29673,39.659486604483334,-87.88011509384042
Sullivan,IL,61951,9232,45.5634,0,5012,18.55547,61.34475,39.58668750507723,-88.6295747183963
Tuscola,IL,61953,10054,41.92341,0,4219,16.68642,61.36044,39.78637109627504,-88.27705147076946
Villa Grove,IL,61956,14273,26.91772,0,1906,11.90976,56.66223,39.767250631763225,-88.08059925885041
Windsor,IL,61957,16071,21.08045,0,1280,10,55.25525,39.42715718757772,-88.71014178125216
Alhambra,IL,62001,10258,41.1728,0,1195,10.87866,70.6104,38.88166928324459,-89.74144091565496
Alton,IL,62002,12039,34.15318,0,22736,17.08744,53.80513,38.930737618243846,-89.9772897009219
Batchtown,IL,62006,NA,20.60043,0,343,5.24781,63.01847,39.00319158743649,-90.64521718170673
Benld,IL,62009,19220,12.58456,0,1471,8.63358,49.14353,39.12149652255719,-89.95608396420097
Bethalto,IL,62010,9420,44.76599,0,6738,13.77263,68.84514,38.92587903613416,-90.07266373573593
Bingham,IL,62011,NA,8.150558,0,233,7.725319999999999,45.10043,39.11275907812593,-89.22683558826563
Brighton,IL,62012,11831,34.96395,0,4290,12.07459,63.11654,39.074600182655345,-90.24264386480964
Brussels,IL,62013,NA,26.89396,0,483,6.832299999999999,65.38,38.924239018149144,-90.58329481580253
Bunker Hill,IL,62014,10649,39.63681,0,2774,12.7974,65.8625,39.04753340528502,-89.98794913194256
Butler,IL,62015,NA,17.45292,0,401,10.22444,51.6502,39.20945710602984,-89.52867249338139
Carrollton,IL,62016,13529,29.24076,0,2723,15.0202,53.27032,39.37969015901043,-90.39546043840593
Coffeen,IL,62017,16472,20.0272,0,919,8.05223,57.6887,39.069127857108874,-89.39921480577124
Cottage Hills,IL,62018,22901,3.15071,0,2631,3.1546900000000004,43.07365,38.908686549402866,-90.07596545423837
Donnellson,IL,62019,NA,20.34468,0,445,8.31461,57.50433,39.002916898706395,-89.46978232218231
Dorsey,IL,62021,6972,55.90981,0,659,17.45068,75.39098,38.96566058604018,-89.97478830599911
Dow,IL,62022,7336,54.10667,0,652,11.50307,83.3595,38.9914568491651,-90.30668126379446
Eagarville,IL,62023,NA,28.53405,0,67,14.92537,52.84927,39.11143658173563,-89.77393135010968
East Alton,IL,62024,12928,31.25666,0,8622,12.25934,59.59126,38.83074348291407,-89.99281178760394
Edwardsville,IL,62025,3020,79.63008,0,18393,36.30729,83.94269,38.840097366531246,-89.89422664800844
Eldred,IL,62027,NA,24.34058,0,380,6.84211,63.27869,39.28837336230207,-90.57033112738037
Elsah,IL,62028,3984,73.42549,0,521,33.97313,74.29522,38.96070835225854,-90.33922049777951
Fidelity,IL,62030,NA,0.1449574,0,85,5.88235,22.06575,39.091568990491446,-90.3575841452679
Fieldon,IL,62031,16918,18.65348,0,771,9.33852,54.32293,39.1072508548872,-90.48347321732214
Fillmore,IL,62032,NA,11.55897,0,435,5.05747,54.17256,39.11422113349125,-89.38032130661533
Gillespie,IL,62033,18713,13.8476,0,3482,8.09879,51.48675,39.2571972856703,-89.87366271892522
Glen Carbon,IL,62034,1953,86.72343,0,7860,41.99746,94.801,38.81132304125125,-90.02382412384581
Godfrey,IL,62035,5454,64.18118,0,11136,24.56897,74.45474,38.88527124208304,-90.11608227199909
Golden Eagle,IL,62036,NA,16.86729,0,412,7.76699,55.36901,38.96847891712658,-90.64521292783567
Grafton,IL,62037,12552,32.3305,0,1196,10.95318,62.83802,38.9822478541968,-90.43321606170446
Granite City,IL,62040,14936,24.72029,0,30464,10.10701,57.99598,38.80327852829448,-90.1400562703643
Greenfield,IL,62044,18648,14.00824,0,1337,7.9282,51.95356,39.35726743702654,-90.25617896731245
Hamburg,IL,62045,NA,38.18906,0,409,15.40342,60.1496,39.13313473764945,-90.69252934193075
Hamel,IL,62046,NA,51.02317,0,267,15.730340000000002,72.12199,38.87912758474253,-89.8449107447078
Hardin,IL,62047,15373,23.31489,0,1038,11.75337,53.99342,39.148688109206994,-90.60755197462359
Hartford,IL,62048,21055,7.880097,0,1048,3.05344,52.79435,38.828879777282246,-90.10599416861622
Hillsboro,IL,62049,13183,30.37423,0,4683,14.30707,55.38209,39.137751728454255,-89.47418992505344
