City,State,Zipcode,Rank,Score,Superzip,Population,College,Income,Lat,Long
Agawam,MA,01001,6115,60.37489,0,12293,22.06947,73.40212,42.142187647831044,-72.7849506554824
Amherst,MA,01002,975,93.69713,0,14232,68.52867,82.63116,42.36627550073229,-72.45404402207352
Barre,MA,01005,6511,58.31555,0,3348,20.51971,73.19553,42.33091764202886,-72.1405082491731
Belchertown,MA,01007,3914,73.90479,0,8577,31.38627,79.51516,42.280558237244385,-72.39518012684783
Blandford,MA,01008,4922,67.29552,0,845,25.79882,77.63875,42.17908577724769,-72.95775776063726
Brimfield,MA,01010,4540,69.76566,0,2252,27.79751,78.38147,42.108595402858256,-72.19019443946101
Chester,MA,01011,7461,53.51199,0,1392,20.97701,66.25217,42.29275141750315,-72.95633607131748
Chesterfield,MA,01012,NA,61.43032,0,353,23.22946,72.73525,42.3923690201843,-72.80967961020505
Chicopee,MA,01013,16563,19.7488,0,15464,10.79281,52.71066,42.162664650268304,-72.65367005250414
Chicopee,MA,01020,11659,35.73232,0,20681,13.210189999999999,61.70303,42.17819029159323,-72.56426190019111
Chicopee,MA,01022,10063,41.91482,0,1550,15.80645,62.83802,42.19425476144255,-72.5410199526629
Cummington,MA,01026,4326,71.10106,0,715,38.46154,62.55689,42.428979340320836,-72.90301447035743
Easthampton,MA,01027,5702,62.67937,0,12506,24.83608,71.93761,42.36844122530396,-72.77873217368716
East Longmeadow,MA,01028,2888,80.53981,0,9871,32.67146,92.616,42.06276081922317,-72.48817013385869
East Otis,MA,01029,NA,57.07029,0,402,24.62687,64.56275,42.19118747706888,-73.05209942005543
Feeding Hills,MA,01030,5401,64.45013,0,7865,20.47044,82.06367,42.19062652058251,-72.7963096371831
Gilbertville,MA,01031,7922,51.39536,0,798,16.91729,70.51756,42.35449686149274,-72.2092120865831
Goshen,MA,01032,NA,76.05653,0,157,42.67516,64.56275,42.4440311203773,-72.80064686465963
Granby,MA,01033,5749,62.46228,0,4156,22.95476,74.83395,42.26366526492577,-72.51103091189904
Granville,MA,01034,3939,73.71946,0,1332,31.00601,79.89828,42.11377040024135,-72.96808370284128
Hadley,MA,01035,2802,81.09335,0,3486,40.2467,80.93652,42.355446126581626,-72.58673256738308
Hampden,MA,01036,2600,82.44339,0,3500,32.77143,97.4162,42.06733662301016,-72.40046546983791
Hardwick,MA,01037,NA,73.96235,0,456,33.99123,75.187,42.34619989579669,-72.23807535016707
Hatfield,MA,01038,4324,71.10281,0,1917,29.681799999999996,77.71328,42.388526189541125,-72.64978718111267
Haydenville,MA,01039,3441,76.95435,0,840,36.54762,77.09348,42.357760353199986,-72.68711744784345
Holyoke,MA,01040,14568,25.87038,0,24509,16.93256,47.24359,42.197800443280286,-72.63559189697325
Huntington,MA,01050,7137,55.07983,0,1579,20.45598,69.16943,42.31337433584858,-72.89205142683987
Leeds,MA,01053,2656,82.11803,0,1108,41.42599,81.49094,42.35457267742932,-72.71638122717687
Leverett,MA,01054,1022,93.36085,0,993,62.63847,89.8975,42.4735938135778,-72.4663609998193
Ludlow,MA,01056,8153,50.34317,0,14770,14.793500000000002,73.02031,42.174303744869704,-72.62424237684097
Monson,MA,01057,5563,63.55261,0,5648,22.66289,76.8215,42.09361180977258,-72.27497342796336
Northampton,MA,01060,2185,85.23329,0,10508,52.02703000000001,72.37566,42.41386175252208,-72.77582282805675
Florence,MA,01062,3318,77.6789,0,8082,39.08686,74.4299,42.327013607281735,-72.84250982194584
Oakham,MA,01068,3748,74.94199,0,1093,30.64959,83.10191,42.34621828327389,-72.07089003191044
Palmer,MA,01069,9536,44.30692,0,6746,14.20101,67.69183,42.17444373693498,-72.3242555240874
Plainfield,MA,01070,NA,65.58483,0,392,32.14286,63.7455,42.447557229273784,-72.95669680817623
Russell,MA,01071,9174,45.79738,0,1116,17.29391,63.7455,42.17558797491432,-72.8676413222624
Shutesbury,MA,01072,1468,90.28671,0,965,59.06736,78.61945,42.47305031284419,-72.42632423963404
Southampton,MA,01073,3534,76.38805,0,3669,31.289179999999998,84.9417,42.23052016928288,-72.73016514252546
South Hadley,MA,01075,3948,73.67162,0,11317,32.87974,76.61359,42.25133371414724,-72.59761361837617
Southwick,MA,01077,5006,66.82526,0,5950,21.42857,84.28267,42.066340446142156,-72.53223208181367
Three Rivers,MA,01080,17444,17.06281,0,1731,9.58983,52.43345,42.18012237908069,-72.53623268842783
Wales,MA,01081,9730,43.37415,0,1118,14.22182,66.85628,42.06346277702428,-72.21805466750894
Ware,MA,01082,11882,34.75761,0,6688,13.83074,59.91946,42.37593719099844,-72.53503205145091
Warren,MA,01083,13996,27.71169,0,1474,11.87246,57.42587,42.20393173493841,-72.18937034481833
West Chesterfield,MA,01084,NA,77.21785,0,104,36.53846,77.63875,42.39222951050259,-72.87841848426794
Westfield,MA,01085,5727,62.54724,0,25900,24.37452,72.51949,42.14994348558277,-72.51736853541982
West Hatfield,MA,01088,NA,67.3722,0,420,21.19048,85.69487,42.38987188923302,-72.63971720496626
West Springfield,MA,01089,7380,53.86615,0,19168,21.55676,65.74874,42.12515906117711,-72.6329566225216
West Warren,MA,01092,19336,12.25953,0,769,7.542259999999999,50.6695,42.20450468721509,-72.21801949458344
Wilbraham,MA,01095,1754,88.24905,0,9461,44.24479,96.19621,42.124530111466136,-72.50790196806948
Williamsburg,MA,01096,3946,73.69637,0,1877,34.4699,73.8794,42.411071578724176,-72.80389566975187
Worthington,MA,01098,3237,78.18836,0,814,37.10074,79.2301,42.406825234367105,-72.90074165066387
Springfield,MA,01103,19285,12.41968,0,1803,24.84748,20.98044,42.10390729366639,-72.60884187604132
Springfield,MA,01104,16803,19.01631,0,14338,12.10769,49.85225,42.12894827770676,-72.57645236021837
Springfield,MA,01105,23704,0.6080396,0,7393,8.54863,22.91961,42.099469736894065,-72.56475471125279
Longmeadow,MA,01106,694,95.64642,1,11027,60.12514999999999,113.4186,42.04839839802762,-72.58367219518568
Springfield,MA,01107,23434,1.506892,0,5899,8.27259,28.80643,42.12618873612144,-72.58238166585656
Springfield,MA,01108,11775,35.24337,0,15429,21.48551,47.0736,42.08213705709712,-72.56854566273256
Springfield,MA,01109,20451,9.321872,0,16326,11.03148,41.1554,42.12100646978843,-72.54253348414912
Springfield,MA,01118,5122,66.06667,0,9689,27.22675,73.07653,42.094072598186,-72.50795780202006
Springfield,MA,01119,11064,37.90415,0,7725,15.76699,59.32843,42.12586150293707,-72.53758920131244
Springfield,MA,01128,6494,58.4069,0,2090,16.17225,80.79137,42.0936480077138,-72.48402768632927
Springfield,MA,01129,8154,50.33781,0,4765,17.56558,68.24103,42.122920709564944,-72.4755322079544
Indian Orchard,MA,01151,21487,6.700263,0,5082,8.06769,42.54669,42.152048232755284,-72.51146641283364
Pittsfield,MA,01201,8420,49.19785,0,33416,21.02586,60.92893,42.47963646630887,-73.24037726627633
Adams,MA,01220,11991,34.32508,0,6720,16.60714,54.77275,42.38590889333215,-73.1658230543144
Ashley Falls,MA,01222,6571,58.0349,0,540,22.59259,69.3028,42.18436206222834,-73.3256207012941
Becket,MA,01223,5737,62.50712,0,1245,24.8996,71.54141,42.34149820021558,-73.08511253543723
Cheshire,MA,01225,8290,49.75294,0,1945,18.09769,66.57253,42.48338091842179,-73.11765648589376
Dalton,MA,01226,4512,69.94227,0,5320,28.04511,78.22717,42.46969668697091,-73.09659386404306
Great Barrington,MA,01230,3853,74.22755,0,6388,36.39637,71.72317,42.29911537230295,-73.25757802072876
Hinsdale,MA,01235,7273,54.44624,0,1698,21.73145,66.13448,42.29054352789175,-73.24031721918038
Housatonic,MA,01236,4795,68.14656,0,1458,33.40192,66.05603,42.2922872126227,-73.375004504805
Lanesboro,MA,01237,5644,63.01617,0,1702,27.555820000000004,67.69837,42.48756102056881,-73.24657925127778
Lee,MA,01238,6261,59.63089,0,4459,25.6784,66.14887,42.36835787873375,-73.28613091004655
Lenox,MA,01240,2038,86.17705,0,3961,49.55819,79.87736,42.457444600078695,-73.22745461412798
Lenox Dale,MA,01242,NA,68.95296,0,71,11.26761,105.6319,42.33798149937527,-73.2617587245397
Monterey,MA,01245,2341,84.14234,0,725,46.48276,78.456,42.18601586332969,-73.22339830680968
North Adams,MA,01247,14313,26.77459,0,11359,14.16498,52.65313,42.428010079771816,-73.19534342288755
Otis,MA,01253,NA,69.89914,0,467,26.1242,81.42818,42.21496796232885,-73.08891320035012
Richmond,MA,01254,2322,84.27918,0,739,37.34777,94.59702,42.23245579577286,-73.25563413394148
Sandisfield,MA,01255,6252,59.67306,0,608,21.875,72.73525,42.14889819671065,-73.13601565201269
Savoy,MA,01256,9674,43.64928,0,509,15.127699999999999,65.52907,42.36775388489476,-73.11034811038996
Sheffield,MA,01257,5169,65.79311,0,1690,30,67.72322,42.314379447636874,-73.28287830601806
South Egremont,MA,01258,NA,79.23106,0,114,42.10526,72.8987,42.12742629705444,-73.36303211932383
Southfield,MA,01259,NA,74.65579,0,383,31.07049,81.725,42.19693161073298,-73.29274229218478
Stockbridge,MA,01262,2514,82.982,0,642,45.17134,77.68713,42.30597129535926,-73.3212500536645
Tyringham,MA,01264,NA,89.19674,0,181,55.80111,80.0905,42.22000870188962,-73.19422766672052
West Stockbridge,MA,01266,2003,86.41401,0,1231,48.49716,82.54225,42.360389964063806,-73.25198586365738
Williamstown,MA,01267,1623,89.16778,0,5101,52.26425999999999,86.13292,42.64202237457204,-73.26113840944411
Greenfield,MA,01301,7412,53.75195,0,12897,24.2537,60.94854,42.60002767031923,-72.6077128581247
Ashfield,MA,01330,2872,80.63384,0,1119,44.41466,72.58618,42.56270946801285,-72.72736852729624
Athol,MA,01331,13662,28.87005,0,8557,13.63796,55.28794,42.54851145342444,-72.19710555124942
Bernardston,MA,01337,7018,55.57615,0,1851,20.79957,69.27795,42.625140486893656,-72.6255134906971
Buckland,MA,01338,NA,49.95694,0,18,38.88889,31.0555,42.57250138934476,-72.78170254334275
Charlemont,MA,01339,6332,59.20569,0,1386,26.40693,64.23193,42.59433843962629,-72.66966650864553
Colrain,MA,01340,7051,55.4821,0,1253,24.58101,62.5922,42.67968499359594,-72.83122959595775
Conway,MA,01341,2134,85.54727,0,1215,47.3251,81.45302,42.590018181863215,-72.69658747280225
Deerfield,MA,01342,2961,80.0233,0,701,33.80885,89.35223,42.54662694886934,-72.5942075504982
Erving,MA,01344,11431,36.53618,0,600,12.16667,64.23585,42.62742783928227,-72.55135601534964
Heath,MA,01346,NA,67.98652,0,211,29.38389,72.73525,42.61743998834869,-72.768942900725
Millers Falls,MA,01349,14316,26.76985,0,1112,14.83813,51.48675,42.61991377722703,-72.68885469801221
Monroe Bridge,MA,01350,NA,6.76737,0,42,16.66667,27.7865,42.72137053652736,-72.98002823298432
Montague,MA,01351,3855,74.22405,0,1686,31.257410000000004,80.57431,42.54981267704737,-72.4751007656663
New Salem,MA,01355,3197,78.44974,0,637,41.60126,72.09975,42.517784724068484,-72.52812176182186
Northfield,MA,01360,4451,70.26956,0,1992,30.773089999999996,74.2926,42.612626358766335,-72.53904051158877
Orange,MA,01364,11505,36.27447,0,5024,15.843949999999998,57.64424,42.57867953024041,-72.53893572981315
Petersham,MA,01366,2593,82.48136,0,855,45.61403,75.45898,42.45943303258416,-72.17420338758518
Rowe,MA,01367,NA,68.83882,0,269,29.73978,73.5525,42.68360564603709,-72.7056795389453
Royalston,MA,01368,8226,49.98059,0,791,16.94058,68.9066,42.67334029853993,-72.19153012793495
Shelburne Falls,MA,01370,4411,70.53769,0,3080,33.83117,69.55255,42.588723093425,-72.742105636314065
South Deerfield,MA,01373,3000,79.76491,0,3835,36.34941,84.3402,42.46413405564253,-72.70172564240089
Sunderland,MA,01375,2470,83.25891,0,2291,50.50196999999999,69.33026,42.56729148937958,-72.6949350188715
Turners Falls,MA,01376,11544,36.16401,0,4447,16.528,56.35364,42.65677553060229,-72.7228257821187
Warwick,MA,01378,NA,53.91896,0,496,25,59.88154,42.66790836050139,-72.33242084954932
Wendell,MA,01379,2747,81.50759,0,615,41.62602,79.41708,42.58195129836795,-72.45279043196187
Wendell Depot,MA,01380,NA,27.12391,0,23,17.3913,47.4005,42.55511399914338,-72.39487023894104
Fitchburg,MA,01420,12071,34.00417,0,24863,15.40844,56.60731,42.58180356410587,-71.81173664149176
Ashburnham,MA,01430,4843,67.839340000000007,0,3606,26.566829999999996,77.23078,42.65643696632566,-71.92863511606883
Ashby,MA,01431,4325,71.10177,0,1869,25.52167,84.86324,42.44776434123731,-71.44755698522061
Ayer,MA,01432,4879,67.60154,0,5671,24.14036,81.02936,42.44519730126141,-71.4625416685778
Baldwinville,MA,01436,11382,36.75133,0,2095,10.54893,67.21587,42.59997847065874,-72.09176825019578
East Templeton,MA,01438,NA,59.80067,0,73,8.21918,96.4355,42.553650613413325,-72.02198319758067
Gardner,MA,01440,10793,38.98957,0,14559,15.076590000000001,61.47158,42.581290496712455,-72.01872533388661
Groton,MA,01450,749,95.32131,1,6048,53.83597999999999,120.3175,42.44813819628796,-71.46512832924232
Harvard,MA,01451,122,99.2753,1,3313,75.8527,157.0009,42.49845590022121,-71.55968377889687
Hubbardston,MA,01452,3130,78.88741,0,2504,33.82588,86.377440000000007,42.485469175686575,-72.00097299952543
Leominster,MA,01453,6410,58.82037,0,27883,21.97038,71.36227,42.47126769016812,-71.85605358913206
Littleton,MA,01460,1161,92.30986,0,5586,48.1382,109.0081,42.44632438525213,-71.46552035544508
Lunenburg,MA,01462,3601,75.98411,0,6467,31.51384,83.66155,42.5839212360022,-71.74126292223409
Pepperell,MA,01463,2634,82.24461,0,6975,32.83154,96.71925,42.44661811806476,-71.45837547884763
Shirley,MA,01464,5086,66.31257,0,4516,19.61913,86.6285,42.44823363019927,-71.45399830296144
Still River,MA,01467,NA,98.58216,1,127,70.07874,138.2264,42.48826147138341,-71.59669544494177
Templeton,MA,01468,7327,54.1406,0,2157,17.43162,73.18507,42.55703946481051,-72.06177048916727
Townsend,MA,01469,3557,76.2477,0,3720,28.01075,90.3277,42.44751871837611,-71.4770941677361
Westminster,MA,01473,4218,71.83553,0,4639,28.519079999999995,80.85545,42.55027775099681,-71.92463351184638
West Townsend,MA,01474,4130,72.45442,0,1981,28.57143,81.93814,42.447455480755586,-71.44522997568801
Winchendon,MA,01475,10312,40.92289,0,6011,13.74147,65.40877,42.6614232621773,-72.04056503221004
Auburn,MA,01501,4958,67.08811,0,11403,24.37955,79.73091,42.185673532988915,-71.94679350198582
Berlin,MA,01503,2150,85.45173,0,1626,36.40836,99.92548,42.314412107107785,-71.84255676569468
Blackstone,MA,01504,6486,58.44682,0,5663,16.3341,80.591309999999993,42.11371362937453,-71.81292718756742
Boylston,MA,01505,1988,86.50883,0,2863,37.72267,101.475,42.3017755766618,-71.9511716064414
Brookfield,MA,01506,7815,51.83459,0,2080,16.77885,71.28905,42.19352638506383,-72.11727915381088
Charlton,MA,01507,3648,75.67114,0,7275,26.43299,91.80398,42.13229319122199,-71.9887571764287
Clinton,MA,01510,6377,58.99743,0,9393,23.02779,69.70554,42.41344144162716,-71.68592543654326
East Brookfield,MA,01515,7335,54.10724,0,1428,16.2465,75.187,42.20575266055881,-72.04065671335941
Douglas,MA,01516,4327,71.09961,0,4542,23.93219,87.5922,42.11276919264218,-71.89845917667964
Fiskdale,MA,01518,4591,69.48811,0,1496,27.406419999999997,78.58153,42.10524908619255,-72.12365761671968
Grafton,MA,01519,1213,91.96971,0,3805,47.72668,107.9358,42.20241776854532,-71.69533672992166
Holden,MA,01520,1721,88.48966,0,8626,45.22374,95.56203,42.334983507400175,-71.84287906982598
Holland,MA,01521,6492,58.42404,0,1602,19.78776,74.56458,42.06263063581838,-72.1594094316378
Jefferson,MA,01522,1371,90.96002,0,1954,46.2129,104.3308,42.26651175626115,-71.81043328559603
Lancaster,MA,01523,3346,77.52503,0,4903,30.940239999999996,87.94917,42.42644920220218,-71.92602576742739
Leicester,MA,01524,5275,65.17957,0,3997,19.83988,84.2552,42.239679637442535,-72.03005729545772
Millbury,MA,01527,5965,61.23249,0,9005,17.79012,81.80869,42.25616178111826,-71.8253676097457
Millville,MA,01529,5594,63.31213,0,1712,20.44393,80.4344,42.1252825604244,-71.86390553897621
New Braintree,MA,01531,5558,63.57499,0,574,21.42857,79.00127,42.32169447998974,-72.14778913402618
Northborough,MA,01532,857,94.52843,0,9221,51.046530000000004,118.3116,42.321422429453804,-71.65654736443766
Northbridge,MA,01534,4145,72.35823,0,3282,23.766,90.04134,42.206566550675205,-71.85859117087533
North Brookfield,MA,01535,8233,49.95819,0,3100,17.64516,67.6683,42.27452025845532,-72.1089981658687
North Grafton,MA,01536,3414,77.11745,0,4390,31.20729,86.59843,42.407425997060855,-71.85574225414847
North Oxford,MA,01537,8274,49.82452,0,1271,19.43352,64.3653,42.16674837557746,-71.9069651252207
Oxford,MA,01540,6449,58.64043,0,7557,17.52018,78.76852,42.110952075815526,-71.85193483897471
Princeton,MA,01541,891,94.29895,0,2218,54.77908,110.2307,42.450440017529786,-71.88542918441254
Rochdale,MA,01542,3314,77.72144,0,1304,24.46319,99.70973,42.2220191030335,-71.89611029660745
Rutland,MA,01543,3232,78.21204,0,3996,29.5045,92.43294,42.38176050337142,-71.96927593160896
Shrewsbury,MA,01545,1450,90.41632,0,21894,46.06285,101.4933,42.286521955168254,-71.72167754230173
Southbridge,MA,01550,14652,25.65847,0,11291,12.4524,54.74006,42.12776535868069,-72.04586465772867
South Grafton,MA,01560,8370,49.42892,0,1858,16.68461,68.649,42.17617358206609,-71.6709550338215
Spencer,MA,01562,7068,55.37249,0,7798,17.73532,74.2233,42.25512005760213,-72.04703321262849
Sterling,MA,01564,2170,85.32158,0,4884,35.85176,100.6107,42.36569079856795,-71.93970240689814
Sturbridge,MA,01566,2803,81.09116,0,3946,36.8221,86.8168,42.10271044942133,-72.0777888483244
Upton,MA,01568,1118,92.66019,0,3762,44.86975,116.3659,42.17726683264689,-71.6140438719013
Uxbridge,MA,01569,3589,76.05855,0,7192,26.863179999999996,91.85236,42.06071505910667,-71.65363743372346
Webster,MA,01570,9465,44.59286,0,10789,15.9329,64.9328,42.13441978053041,-71.98733211083734
Dudley,MA,01571,6170,60.03745,0,7002,20.6084,75.48905,42.060819784854296,-71.94385715157306
Westborough,MA,01581,719,95.48956,1,11948,53.15534000000001,123.712,42.255826525241076,-71.86136372642383
West Boylston,MA,01583,2815,80.99456,0,4330,34.41108,90.74744,42.363417511694315,-71.78853610619545
West Brookfield,MA,01585,8275,49.82309,0,3946,17.76482,67.23679,42.23720556057776,-72.16200709618809
Whitinsville,MA,01588,5389,64.52251,0,5557,23.73583,76.57306,42.16838969009136,-71.91382817174198
Sutton,MA,01590,1925,86.96819,0,5356,35.99701,105.9156,42.12708324939646,-71.74512457946506
Worcester,MA,01602,3567,76.16861,0,15738,37.08858,74.49136,42.276470945053994,-71.83989446450582
Worcester,MA,01603,12298,33.28073,0,11254,14.172740000000001,57.97375,42.24740764962621,-71.84777981309665
Worcester,MA,01604,8791,47.52397,0,23498,21.41884,58.53602,42.24693046567209,-71.75364248237267
Worcester,MA,01605,12899,31.34513,0,15279,20.80633,44.94221,42.287371807882195,-71.79129455567102
Worcester,MA,01606,6376,59.00384,0,13994,24.02458,67.9952,42.31181867830009,-71.77527943076022
Worcester,MA,01607,19931,10.63111,0,4812,10.39069,43.85036,42.22760451293965,-71.7871231083022
Worcester,MA,01608,23067,2.589489,0,1710,14.73684,21.91014,42.29310752467608,-71.93489258862986
Worcester,MA,01609,4437,70.37096,0,11661,35.94031,65.60883,42.281745056443434,-71.82244134722039
Worcester,MA,01610,20121,10.16704,0,11722,12.44668,39.72881,42.24618779252655,-71.80753708112142
Cherry Valley,MA,01611,6810,56.74573,0,1542,17.63943,76.19646,42.24066571288743,-71.87331228964774
Paxton,MA,01612,1436,90.5235,0,2739,44.24973,105.2592,42.305499359112424,-71.89059307488054
Framingham,MA,01701,1070,93.02638,0,22729,49.78222,109.641,42.44737465849268,-71.44772624567591
Framingham,MA,01702,4401,70.60644,0,24263,35.30066,67.1348,42.44620804293296,-71.46436609589935
Village of Nagog Woods,MA,01718,NA,98.48111,1,302,76.82119,123.9108,42.44527037837478,-71.45846441954814
Boxborough,MA,01719,188,98.87241,1,3115,72.13483,144.584,42.44608223548467,-71.46267133873395
Acton,MA,01720,231,98.63803,1,13148,69.13599,141.6876,42.44803093024372,-71.45208504384824
Ashland,MA,01721,1477,90.23191,0,10282,45.58452,101.4841,42.444967388687935,-71.45400486567497
Bedford,MA,01730,506,96.90308,1,9078,57.31438,132.1735,42.44526504673558,-71.45579600756497
Hanscom AFB,MA,01731,2649,82.1541,0,1507,50.76311,65.57222,42.44621910767565,-71.46988886934214
Bolton,MA,01740,244,98.54984,1,2768,67.30492,142.4852,42.43669035328872,-71.60748779450616
Carlisle,MA,01741,39,99.85757,1,3146,83.4075,186.1369,42.4444664763392,-71.47899108211018
Concord,MA,01742,203,98.79735,1,12102,66.10478,151.7509,42.44722225251822,-71.44546181546033
Fayville,MA,01745,NA,94.12546,0,285,36.49123,140.5997,42.2917985066522,-71.4843747676703
Holliston,MA,01746,1006,93.47125,0,9017,50.792939999999994,110.9865,42.44503288763697,-71.46631709706479
Hopedale,MA,01747,3436,76.97213,0,3978,28.607340000000004,90.79321,42.126259250332005,-71.54195915617393
Hopkinton,MA,01748,478,97.091,1,8401,57.69550999999999,134.0944,42.446134402437416,-71.46939185209081
Hudson,MA,01749,3396,77.24957,0,12563,28.40086,91.7216,42.445974608375046,-71.46219481061652
Marlborough,MA,01752,2630,82.2714,0,25512,35.60677,92.03542,42.44628538486855,-71.4508456631235
Maynard,MA,01754,2284,84.5,0,7409,38.21028,93.98375,42.44634416109352,-71.47136023381233
Mendon,MA,01756,2029,86.23654,0,3472,35.8871,103.7411,42.10040342210424,-71.55761187045542
Milford,MA,01757,4635,69.12974,0,18560,26.55711,79.54,42.148141783714,-71.5107335587191
Natick,MA,01760,938,93.95129,0,23034,52.49197,111.9528,42.44796487771934,-71.46477888653494
Sherborn,MA,01770,76,99.58034,1,2728,75.62317,178.1095,42.44483408924407,-71.45636557511494
Southborough,MA,01772,184,98.89675,1,5343,64.47688,158.6694,42.298011971708206,-71.54049719146425
Lincoln,MA,01773,74,99.5876,1,3659,76.93359,175.9637,42.44447708126186,-71.47260150384598
Stow,MA,01775,400,97.5804,1,3962,61.86269999999999,134.0682,42.445841529657415,-71.45676605060206
Sudbury,MA,01776,110,99.3467,1,10824,71.88655,170.5097,42.44613975638366,-71.45379623826102
Wayland,MA,01778,192,98.84517,1,9075,68.48485,150.0876,42.444801645217744,-71.4640263618014
Woburn,MA,01801,3634,75.79996,0,26829,29.46066,86.77757,42.48993784587949,-71.15737386498814
Burlington,MA,01803,1454,90.39428,0,16020,42.61548,107.3173,42.50620617682995,-71.19895841296496
Andover,MA,01810,362,97.8401,1,20897,62.50658,137.0626,42.647810301924665,-71.17622269089281
Billerica,MA,01821,3800,74.58734,0,19531,23.74174,94.2675,42.445301401447786,-71.45432748564028
Chelmsford,MA,01824,1193,92.0985,0,17723,45.28579,112.8485,42.44498536622273,-71.47033109616928
Dracut,MA,01826,5074,66.37992,0,19175,20.13038,85.82171,42.446085199796876,-71.44587456294775
Dunstable,MA,01827,1033,93.30484,0,1830,44.20765,120.8667,42.4458102495729,-71.46478751405583
Haverhill,MA,01830,5518,63.77775,0,16357,21.2753,79.54,42.79433493612105,-71.05346859340726
Haverhill,MA,01832,6189,59.96487,0,14118,22.11361,72.70387,42.79112679981222,-71.12963337854399
Georgetown,MA,01833,1838,87.58149,0,4869,38.40624,104.149,42.725266949557216,-70.99784603555459
Groveland,MA,01834,2508,83.00663,0,3956,34.15066,96.75717,42.75261759276965,-71.03156195353819
Haverhill,MA,01835,3950,73.65326,0,8879,29.3051,82.74362,42.753829626924784,-71.08020408622457
Lawrence,MA,01840,23605,0.9885919,0,2904,8.19559,25.66819,42.705402686546705,-71.15315504916836
Lawrence,MA,01841,22255,4.979876,0,23978,8.42022,38.17277,42.70882419783525,-71.17743032892164
Lawrence,MA,01843,14982,24.56973,0,14011,12.99693,52.91465,42.7093852469594,-71.09086669976327
Methuen,MA,01844,5367,64.61893,0,30009,22.94645,78.13695,42.732679087632484,-71.18954723891146
North Andover,MA,01845,866,94.46026,0,17672,50.31689,119.1289,42.67349521028533,-71.07887478881956
Lowell,MA,01850,12927,31.26174,0,9561,14.54869,55.65015,42.44838306120439,-71.44834562492997
Lowell,MA,01851,8580,48.50694,0,17759,20.27141,61.5082,42.44453246212779,-71.46883759531633
Lowell,MA,01852,8692,47.97148,0,21526,19.48342,62.31499,42.444701595926944,-71.45214769296788
Lowell,MA,01854,11641,35.80492,0,15575,15.98716,56.97083,42.44680333369533,-71.47903221776218
Merrimac,MA,01860,3221,78.27618,0,4048,30.805340000000005,90.3787,42.80416006914096,-71.07697429370172
North Billerica,MA,01862,4077,72.75717,0,6836,21.95729,93.7693,42.44450501983175,-71.4527080001726
North Chelmsford,MA,01863,2110,85.69866,0,5931,40.07756,94.4911,42.44467501968267,-71.47262618034587
North Reading,MA,01864,1388,90.8402,0,9302,40.86218,112.7713,42.58180230630242,-71.08749440172166
Reading,MA,01867,999,93.50919,0,16304,47.82875,116.4758,42.53620426841784,-71.11864835083647
Tewksbury,MA,01876,3172,78.57989,0,19556,25.49601,100.1909,42.445756291970895,-71.47503532030129
Tyngsboro,MA,01879,2506,83.02407,0,7146,30.64651,102.8022,42.447322091041414,-71.44541103687577
Wakefield,MA,01880,1845,87.53439,0,17788,39.700920000000004,101.7757,42.501690300623125,-71.06029389213221
Westford,MA,01886,475,97.12028,1,13275,56.81356000000001,136.0283,42.444537828027556,-71.4597916582457
Wilmington,MA,01887,2557,82.69584,0,14140,31.44979,100.4237,42.56357473993243,-71.15683089311395
Winchester,MA,01890,264,98.46716,1,14800,64.90541,144.1315,42.452819861011655,-71.14110377254235
Lynn,MA,01902,13611,29.02727,0,30218,15.92097,51.49329,42.47318099391244,-70.93067384457555
Lynn,MA,01904,4788,68.20622,0,12477,21.76805,86.18523,42.488516460908855,-70.97704060884365
Lynn,MA,01905,14193,27.14411,0,14375,12.51478,55.85152,42.46948376364771,-70.95333054116689
Saugus,MA,01906,5196,65.63695,0,19044,19.25016,86.01,42.471200848945685,-71.01592385202298
Swampscott,MA,01907,1087,92.89509,0,10214,50.215390000000006,108.2627,42.511971031396726,-70.89896707778688
Nahant,MA,01908,1416,90.66019,0,2810,47.47331,100.5884,42.42645596152814,-70.93722729869579
Amesbury,MA,01913,4419,70.49937,0,11158,26.420510000000004,82.21535,42.85299381735375,-70.94890763827307
Beverly,MA,01915,2824,80.94808,0,27633,36.53603,86.9371,42.56575873900995,-70.85328508937697
Boxford,MA,01921,209,98.76546,1,5016,62.81898,156.2464,42.68289425206924,-71.01517550938118
Byfield,MA,01922,1276,91.60096,0,1866,42.97964,113.9639,42.76377480648084,-70.92856477338903
Danvers,MA,01923,2869,80.65044,0,17777,33.0202,92.2708,42.57541839613385,-70.93228933098995
Essex,MA,01929,2584,82.53998,0,2280,36.27193,91.73076,42.62748609139997,-70.76893784876039
Gloucester,MA,01930,4771,68.2868,0,21598,27.49329,76.44099,42.62829987614701,-70.69756249477389
Ipswich,MA,01938,1874,87.32031,0,9311,41.3919,97.97977,42.686163264324925,-70.8686414724372
Lynnfield,MA,01940,881,94.3543,0,8093,49.33893,120.1279,42.533147673610756,-71.0396631454356
Manchester,MA,01944,665,95.83978,1,3704,55.99352,122.4031,42.58120460939358,-70.73699060156298
Marblehead,MA,01945,444,97.28361,1,14724,61.49824,130.6188,42.56236809887279,-70.78707314670163
Middleton,MA,01949,2047,86.11038,0,5376,29.31548,114.5523,42.6462307553731,-71.09759716829167
